return_id,order_id,customer_id,product_id,return_date,return_reason,refund_amount
R10398,O145780,C103342,P1055,2025-07-10,Wrong Product,14255.22
R10399,O147127,C109847,P1202,2026-04-03,Late Delivery,2328.87
R10400,O146942,C104778,P1356,2025-04-22,Late Delivery,7242.35
R10401,O155488,C103393,P1294,2025-03-02,Changed Mind,1572.07
R10402,O158721,C103834,P1036,2025-05-04,Quality Issue,1118.25
R10403,O136912,C104532,P1078,2025-11-17,Changed Mind,4706.86
R10404,O132167,C105743,P1484,2026-03-04,Changed Mind,927.16
R10405,O113389,C107109,P1390,2026-05-15,Late Delivery,25775.6
R10406,O155430,C100143,P1490,2026-02-24,Wrong Product,1733.11
R10407,O102653,C102511,P1011,2025-02-21,Wrong Product,7379.58
R10408,O100451,C100192,P1102,2026-03-12,Quality Issue,9601.34
R10409,O118140,C107618,P1233,2025-08-24,Changed Mind,3341.7
R10410,O129605,C101550,P1489,2025-08-18,Damaged Product,14184.76
R10411,O100220,C102759,P1339,2025-01-26,Quality Issue,11220.16
R10412,O131446,C100833,P1302,2025-06-14,Damaged Product,7843.44
R10413,O110492,C101174,P1488,2026-01-20,Wrong Product,1749.3
R10414,O158763,C102641,P1137,2025-05-04,Damaged Product,6030.33
R10415,O136463,C102770,P1129,2026-03-17,Wrong Product,7717.61
R10416,O115315,C103320,P1248,2025-12-07,Damaged Product,6660.74
R10417,O155901,C104734,P1319,2026-07-16,Damaged Product,1567.89
R10418,O137962,C107825,P1129,2025-11-21,Late Delivery,4874.28
R10419,O116545,C100052,P1255,2025-10-16,Damaged Product,3899.91
R10420,O137020,C104983,P1139,2025-04-20,Late Delivery,16307.01
R10421,O135152,C102070,P1259,2025-05-07,Damaged Product,13440.31
R10422,O111784,C105886,P1292,2025-12-18,Quality Issue,9210.04
R10423,O134565,C108514,P1040,2025-11-05,Damaged Product,10956.97
R10424,O133414,C103026,P1354,2025-12-31,Changed Mind,8045.22
R10425,O107224,C104489,P1078,2025-05-29,Quality Issue,15689.52
R10426,O127054,C108949,P1423,2025-03-22,Quality Issue,706.37
R10427,O152625,C103978,P1175,2026-01-24,Late Delivery,4356.14
R10428,O147390,C100568,P1377,2026-02-26,Late Delivery,3153.4
R10429,O136459,C103472,P1488,2026-02-01,Damaged Product,1554.94
R10430,O143626,C108454,P1014,2025-11-08,Late Delivery,8113.74
R10431,O132655,C104466,P1308,2026-04-19,Wrong Product,5018.39
R10432,O141356,C100872,P1478,2025-11-30,Late Delivery,5879.5
R10433,O100766,C102269,P1298,2025-10-27,Late Delivery,5107.66
R10434,O143925,C107274,P1297,2026-02-07,Damaged Product,3640.55
R10435,O140681,C104103,P1348,2026-08-21,Quality Issue,1718.75
R10436,O105935,C106465,P1380,2026-04-29,Changed Mind,19436.05
R10437,O146250,C107738,P1234,2026-01-10,Wrong Product,4835.08
R10438,O106048,C100421,P1219,2026-04-04,Late Delivery,2603.22
R10439,O155917,C102680,P1167,2025-03-13,Wrong Product,6822.93
R10440,O114548,C107464,P1071,2025-10-28,Quality Issue,18752.03
R10441,O155444,C104513,P1451,2026-06-20,Changed Mind,10664.02
R10442,O118805,C106752,P1075,2026-03-17,Quality Issue,10317.14
R10443,O125223,C107925,P1401,2026-06-29,Damaged Product,3223.42
R10444,O109531,C100768,P1379,2026-01-23,Changed Mind,4225.21
R10445,O116828,C103792,P1437,2025-07-19,Damaged Product,5848.09
R10446,O108509,C105470,P1432,2026-04-05,Late Delivery,19399.1
R10447,O153680,C103801,P1098,2025-05-19,Late Delivery,5258.1
R10448,O109440,C107700,P1495,2025-11-06,Wrong Product,895.58
R10449,O112390,C101474,P1004,2026-04-12,Quality Issue,19046.9
R10450,O158009,C104636,P1474,2026-05-05,Quality Issue,11192.26
R10451,O151563,C104565,P1187,2025-08-19,Wrong Product,2173.83
R10452,O139921,C106925,P1263,2026-06-21,Late Delivery,5013.78
R10453,O149244,C106434,P1478,2025-09-27,Late Delivery,13065.56
R10454,O133067,C106331,P1451,2026-04-23,Changed Mind,9064.42
R10455,O150801,C108991,P1368,2025-04-06,Damaged Product,6242.32
R10456,O142036,C101038,P1083,2025-05-16,Wrong Product,8508.81
R10457,O128292,C102353,P1395,2025-03-30,Changed Mind,4249.62
R10458,O127551,C105055,P1046,2025-01-31,Late Delivery,7627.41
R10459,O135645,C104017,P1019,2025-07-16,Wrong Product,5417.24
R10460,O101960,C102333,P1351,2026-05-28,Changed Mind,10932.0
R10461,O106987,C103994,P1312,2025-12-21,Late Delivery,4220.12
R10462,O146871,C109376,P1168,2025-06-09,Quality Issue,3282.51
R10463,O150648,C108365,P1378,2025-03-15,Late Delivery,2460.89
R10464,O136422,C107452,P1012,2026-02-09,Quality Issue,5980.9
R10465,O134080,C109204,P1448,2025-10-14,Damaged Product,882.56
R10466,O122833,C105900,P1211,2025-04-04,Changed Mind,18281.7
R10467,O152808,C101404,P1454,2026-05-07,Late Delivery,6245.12
R10468,O105285,C107528,P1176,2025-06-29,Late Delivery,25876.72
R10469,O159247,C102873,P1354,2025-02-23,Changed Mind,6838.44
R10470,O116890,C102373,P1476,2025-02-07,Changed Mind,5756.65
R10471,O153702,C104988,P1452,2025-02-16,Quality Issue,3626.98
R10472,O123981,C103714,P1332,2026-04-15,Damaged Product,11673.33
R10473,O157732,C100993,P1322,2025-09-14,Quality Issue,4714.47
R10474,O159438,C107426,P1275,2025-12-10,Damaged Product,4006.92
R10475,O124583,C102112,P1000,2026-04-23,Changed Mind,16719.34
R10476,O107898,C104784,P1179,2026-01-22,Late Delivery,4635.66
R10477,O143491,C100692,P1416,2026-04-20,Damaged Product,15076.39
R10478,O102210,C104001,P1185,2026-02-01,Late Delivery,1339.73
R10479,O134337,C101559,P1395,2025-08-29,Quality Issue,1118.32
R10480,O142728,C107379,P1157,2026-04-08,Quality Issue,2603.56
R10481,O141915,C103283,P1464,2025-05-31,Changed Mind,4446.26
R10482,O127353,C107799,P1136,2025-12-19,Changed Mind,803.78
R10483,O106044,C102052,P1050,2025-02-10,Late Delivery,4329.07
R10484,O151560,C102754,P1237,2026-01-04,Changed Mind,2757.02
R10485,O142993,C104971,P1222,2025-01-23,Wrong Product,368.14
R10486,O130600,C105103,P1183,2025-12-28,Damaged Product,6001.36
R10487,O105860,C101953,P1493,2026-06-05,Late Delivery,1559.24
R10488,O111704,C102886,P1450,2026-05-17,Damaged Product,16922.34
R10489,O144252,C106678,P1214,2025-04-27,Wrong Product,12035.52
R10490,O101232,C100358,P1336,2025-05-27,Quality Issue,890.14
R10491,O101461,C105788,P1204,2025-08-18,Changed Mind,24513.52
R10492,O122614,C105036,P1428,2026-03-23,Changed Mind,1266.76
R10493,O111522,C105014,P1473,2026-01-31,Quality Issue,7168.61
R10494,O124610,C107155,P1058,2026-04-14,Changed Mind,1368.33
R10495,O120637,C102268,P1106,2026-01-22,Wrong Product,3738.66
R10496,O151140,C103657,P1303,2026-05-13,Late Delivery,11984.06
R10497,O105179,C107331,P1196,2026-05-02,Changed Mind,11654.9
R10498,O114004,C100816,P1040,2026-02-20,Wrong Product,15378.2
R10499,O148757,C100658,P1054,2025-11-01,Late Delivery,2589.02
R10500,O114427,C105241,P1026,2025-02-12,Damaged Product,3352.63
R10501,O141347,C104192,P1260,2025-08-13,Quality Issue,2589.64
R10502,O121704,C105270,P1381,2026-03-24,Wrong Product,4524.86
R10503,O121493,C100870,P1171,2026-05-12,Quality Issue,21020.87
R10504,O104490,C100515,P1080,2025-09-27,Wrong Product,9596.78
R10505,O127792,C106061,P1116,2025-07-28,Changed Mind,8275.2
R10506,O158288,C105664,P1468,2026-08-16,Damaged Product,2353.5
R10507,O104756,C107560,P1007,2025-08-22,Changed Mind,19550.04
R10508,O104849,C107368,P1223,2025-12-20,Wrong Product,7121.81
R10509,O153653,C109328,P1044,2026-01-19,Changed Mind,2651.99
R10510,O148240,C106999,P1298,2025-11-04,Changed Mind,7258.25
R10511,O120851,C109770,P1381,2026-03-18,Late Delivery,1197.76
R10512,O143929,C101395,P1425,2026-01-18,Late Delivery,5859.76
R10513,O158570,C109055,P1449,2025-04-25,Wrong Product,12316.18
R10514,O119620,C105027,P1196,2025-05-10,Quality Issue,9906.66
R10515,O131076,C100504,P1311,2026-06-13,Quality Issue,3440.54
R10516,O139898,C101635,P1163,2026-04-28,Damaged Product,2869.51
R10517,O113632,C108205,P1371,2025-05-03,Quality Issue,12901.96
R10518,O158404,C103064,P1206,2025-05-02,Quality Issue,10118.4
R10519,O155978,C102866,P1177,2026-05-20,Late Delivery,3077.23
R10520,O127327,C103606,P1004,2025-12-27,Changed Mind,21287.71
R10521,O101663,C100381,P1099,2025-10-20,Damaged Product,8416.64
R10522,O136017,C105043,P1105,2025-10-13,Late Delivery,7646.92
R10523,O117674,C101712,P1149,2025-10-10,Quality Issue,28305.63
R10524,O145844,C103301,P1232,2025-06-11,Late Delivery,24464.9
R10525,O125829,C108877,P1082,2026-01-22,Late Delivery,16859.82
R10526,O143962,C109272,P1277,2026-05-18,Wrong Product,13029.35
R10527,O104024,C109797,P1393,2025-12-07,Late Delivery,4006.95
R10528,O120718,C106081,P1041,2025-05-17,Changed Mind,7790.06
R10529,O125810,C109243,P1282,2025-07-02,Quality Issue,7765.26
R10530,O114899,C108429,P1109,2026-05-29,Late Delivery,987.44
R10531,O156297,C104464,P1074,2025-05-28,Changed Mind,2117.72
R10532,O101027,C101349,P1432,2025-07-23,Damaged Product,21554.55
R10533,O155713,C101085,P1043,2025-08-23,Late Delivery,1471.1
R10534,O130924,C103706,P1484,2025-07-25,Quality Issue,591.06
R10535,O137458,C102218,P1431,2026-07-14,Damaged Product,27376.26
R10536,O109767,C101905,P1152,2025-07-15,Damaged Product,5751.6
R10537,O123630,C106379,P1165,2025-10-23,Late Delivery,1430.35
R10538,O129479,C100102,P1120,2026-07-04,Changed Mind,2868.91
R10539,O100873,C104309,P1170,2025-03-07,Quality Issue,12132.48
R10540,O148548,C104363,P1385,2026-07-16,Wrong Product,11360.24
R10541,O113184,C103409,P1045,2025-06-24,Wrong Product,9985.8
R10542,O140127,C102204,P1478,2025-10-13,Changed Mind,18618.42
R10543,O111362,C108590,P1274,2025-03-02,Late Delivery,1856.54
R10544,O144376,C103293,P1386,2026-05-22,Late Delivery,8583.96
R10545,O143814,C105283,P1115,2025-01-15,Wrong Product,3719.16
R10546,O101689,C109430,P1061,2026-02-25,Changed Mind,13916.52
R10547,O154416,C105456,P1091,2025-05-14,Damaged Product,1639.98
R10548,O124019,C109755,P1356,2025-12-29,Late Delivery,13036.23
R10549,O155383,C101639,P1382,2026-02-08,Wrong Product,6576.7
R10550,O100733,C101008,P1476,2025-11-01,Wrong Product,4797.21
R10551,O156552,C108443,P1417,2026-06-12,Quality Issue,14911.52
R10552,O131652,C107942,P1289,2025-08-07,Changed Mind,2793.82
R10553,O148118,C108171,P1234,2025-03-27,Quality Issue,9186.65
R10554,O143212,C100862,P1307,2025-07-11,Quality Issue,5047.73
R10555,O148432,C100535,P1058,2026-02-13,Changed Mind,4874.67
R10556,O138993,C105118,P1148,2026-02-18,Changed Mind,14296.71
R10557,O109462,C102050,P1367,2025-06-02,Damaged Product,1348.18
R10558,O111524,C103860,P1336,2025-09-26,Quality Issue,2670.41
R10559,O126003,C108924,P1242,2025-11-06,Damaged Product,8818.58
R10560,O145977,C107194,P1016,2025-06-10,Damaged Product,2245.87
R10561,O118645,C106698,P1122,2025-09-07,Damaged Product,13189.46
R10562,O102460,C102170,P1156,2026-03-27,Late Delivery,6808.72
R10563,O105531,C102505,P1474,2026-01-14,Damaged Product,10073.03
R10564,O124482,C100857,P1234,2025-06-04,Damaged Product,8703.14
R10565,O102734,C104995,P1399,2025-04-29,Late Delivery,10722.22
R10566,O110412,C106595,P1306,2026-06-30,Wrong Product,12737.88
R10567,O121474,C107299,P1247,2026-06-29,Wrong Product,4225.26
R10568,O109727,C108621,P1458,2025-08-15,Damaged Product,2813.92
R10569,O111948,C104770,P1181,2025-07-16,Quality Issue,15954.07
R10570,O139887,C108385,P1428,2025-07-02,Wrong Product,570.04
R10571,O126218,C106053,P1182,2025-10-19,Changed Mind,1186.5
R10572,O148537,C106984,P1017,2025-09-14,Wrong Product,6931.14
R10573,O145184,C105945,P1016,2025-12-27,Wrong Product,7486.23
R10574,O132574,C102887,P1418,2026-02-12,Damaged Product,3647.94
R10575,O132682,C103205,P1490,2025-09-28,Damaged Product,577.7
R10576,O140994,C108758,P1194,2025-07-20,Quality Issue,1537.48
R10577,O102666,C100857,P1464,2025-04-23,Quality Issue,2223.13
R10578,O141299,C108866,P1303,2025-04-01,Changed Mind,17976.1
R10579,O156286,C103382,P1093,2026-07-09,Quality Issue,8219.46
R10580,O137255,C106818,P1446,2026-02-01,Late Delivery,2801.81
R10581,O145699,C104320,P1318,2026-05-17,Changed Mind,18859.83
R10582,O122373,C109710,P1339,2025-09-27,Late Delivery,2805.04
R10583,O108240,C109218,P1033,2026-04-21,Wrong Product,22780.68
R10584,O106114,C105434,P1476,2025-06-29,Damaged Product,2718.42
R10585,O125035,C100398,P1147,2025-10-08,Damaged Product,6012.71
R10586,O144339,C102556,P1188,2025-09-25,Changed Mind,8314.39
R10587,O133054,C107375,P1338,2025-06-22,Wrong Product,26331.48
R10588,O136362,C109627,P1305,2025-04-11,Quality Issue,6624.7
R10589,O119287,C102235,P1001,2026-06-29,Late Delivery,4590.94
R10590,O109337,C107864,P1481,2026-05-02,Quality Issue,9037.24
R10591,O126975,C107129,P1220,2025-06-30,Damaged Product,5972.02
R10592,O146957,C108559,P1344,2026-07-26,Wrong Product,12722.88
R10593,O146590,C104752,P1089,2026-06-06,Late Delivery,1749.0
R10594,O128814,C103917,P1392,2026-08-15,Damaged Product,8171.26
R10595,O145141,C109400,P1220,2026-05-05,Late Delivery,2671.69
R10596,O142225,C107230,P1015,2025-12-31,Changed Mind,14119.08
R10597,O105469,C101965,P1146,2026-01-18,Damaged Product,11568.87
R10598,O140544,C106301,P1266,2026-03-19,Damaged Product,1786.7
R10599,O117482,C109912,P1019,2025-07-27,Damaged Product,18163.68
R10600,O100678,C100545,P1119,2026-08-16,Late Delivery,5439.96
R10601,O111371,C101091,P1176,2025-05-06,Changed Mind,16496.41
R10602,O119000,C108011,P1115,2026-01-13,Wrong Product,2370.96
R10603,O105678,C109651,P1026,2026-06-16,Quality Issue,6705.26
R10604,O140985,C108248,P1308,2025-07-10,Changed Mind,5282.52
R10605,O138850,C101031,P1298,2025-08-28,Late Delivery,2285.0
R10606,O127415,C100694,P1384,2026-06-13,Changed Mind,5073.76
R10607,O146751,C103719,P1048,2026-05-22,Wrong Product,23553.04
R10608,O103317,C109791,P1387,2026-04-07,Wrong Product,2309.58
R10609,O123792,C102835,P1451,2026-04-21,Wrong Product,18128.83
R10610,O120064,C104578,P1315,2026-05-22,Changed Mind,7452.24
R10611,O111488,C107366,P1318,2025-08-17,Quality Issue,21078.63
R10612,O104279,C108242,P1402,2026-04-06,Damaged Product,7024.71
R10613,O136774,C107508,P1156,2026-08-04,Changed Mind,3404.36
R10614,O147979,C107417,P1030,2026-04-27,Late Delivery,9896.43
R10615,O122430,C103885,P1083,2026-01-01,Changed Mind,7657.93
R10616,O137505,C100869,P1181,2025-03-22,Changed Mind,3778.6
R10617,O125524,C102079,P1279,2025-04-15,Changed Mind,19070.82
R10618,O156466,C107742,P1250,2025-03-16,Damaged Product,2492.5
R10619,O112680,C105738,P1309,2026-03-27,Wrong Product,4099.26
R10620,O112580,C105768,P1410,2026-01-20,Damaged Product,12349.64
R10621,O104775,C101472,P1290,2026-02-17,Quality Issue,722.92
R10622,O105084,C108052,P1033,2026-05-14,Late Delivery,17085.51
R10623,O131723,C103163,P1223,2026-03-27,Wrong Product,7496.64
R10624,O146610,C102594,P1073,2025-11-18,Wrong Product,2439.13
R10625,O101486,C103527,P1122,2025-05-07,Damaged Product,20825.46
R10626,O137365,C107014,P1162,2025-12-14,Quality Issue,2555.7
R10627,O132818,C100082,P1399,2026-08-31,Wrong Product,17870.36
R10628,O132801,C100183,P1411,2026-06-23,Late Delivery,8799.7
R10629,O111047,C104245,P1298,2026-05-18,Late Delivery,2688.24
R10630,O111937,C107321,P1165,2026-06-30,Damaged Product,2119.04
R10631,O110379,C101551,P1185,2025-10-08,Wrong Product,4763.49
R10632,O143999,C102022,P1368,2026-03-05,Quality Issue,9363.48
R10633,O149330,C104029,P1029,2025-11-13,Late Delivery,7986.63
R10634,O150094,C102604,P1062,2025-11-11,Quality Issue,4934.65
R10635,O111159,C108176,P1364,2025-08-20,Late Delivery,29950.72
R10636,O130148,C101058,P1016,2025-09-19,Late Delivery,4741.28
R10637,O106254,C106941,P1013,2026-03-31,Wrong Product,7260.84
R10638,O124571,C108807,P1093,2026-03-20,Damaged Product,14795.03
R10639,O133614,C105915,P1236,2025-11-10,Damaged Product,2656.75
R10640,O156848,C104429,P1198,2026-03-12,Damaged Product,12404.7
R10641,O136625,C104564,P1195,2025-07-17,Quality Issue,2262.34
R10642,O119497,C103893,P1059,2025-04-12,Wrong Product,7944.93
R10643,O101459,C101131,P1038,2025-05-29,Quality Issue,3146.09
R10644,O157132,C107413,P1451,2025-04-19,Late Delivery,10664.02
R10645,O139244,C109695,P1018,2026-06-12,Quality Issue,14854.92
R10646,O117220,C107269,P1468,2025-06-01,Changed Mind,6354.45
R10647,O105525,C106909,P1462,2025-11-12,Quality Issue,13435.93
R10648,O137327,C109648,P1463,2025-11-25,Wrong Product,16103.77
R10649,O134598,C108769,P1453,2026-02-28,Changed Mind,4740.96
R10650,O119381,C109060,P1320,2026-03-20,Changed Mind,8288.0
R10651,O104959,C104957,P1015,2026-06-16,Quality Issue,4967.83
R10652,O125172,C104432,P1387,2025-10-04,Late Delivery,9238.32
R10653,O158195,C100031,P1392,2025-08-26,Quality Issue,3881.35
R10654,O156255,C102615,P1006,2026-01-30,Wrong Product,17424.91
R10655,O112971,C101218,P1394,2025-09-24,Damaged Product,5224.92
R10656,O155436,C102433,P1347,2025-04-10,Quality Issue,9556.6
R10657,O158803,C109391,P1309,2025-07-05,Wrong Product,4099.26
R10658,O116479,C100339,P1007,2025-11-04,Wrong Product,14662.53
R10659,O136074,C101199,P1327,2025-11-27,Late Delivery,6391.89
R10660,O134659,C104512,P1232,2026-02-13,Changed Mind,21586.68
R10661,O106788,C104798,P1201,2026-06-07,Wrong Product,7126.27
R10662,O157958,C101622,P1317,2026-02-27,Changed Mind,14286.78
R10663,O146248,C107144,P1469,2026-04-11,Damaged Product,10762.78
R10664,O142735,C102585,P1259,2026-06-06,Late Delivery,26880.62
R10665,O111126,C104122,P1154,2025-02-03,Late Delivery,3357.72
R10666,O147610,C105589,P1130,2026-02-03,Wrong Product,8774.89
R10667,O101158,C109942,P1414,2026-04-20,Quality Issue,3133.35
R10668,O114255,C103030,P1313,2026-01-12,Late Delivery,12039.66
R10669,O154514,C105842,P1214,2025-11-15,Wrong Product,24071.04
R10670,O101098,C109915,P1227,2025-12-22,Late Delivery,4929.28
R10671,O134646,C108142,P1246,2025-12-23,Changed Mind,10401.22
R10672,O125978,C104707,P1472,2025-09-10,Changed Mind,12127.57
R10673,O145546,C104226,P1418,2025-06-23,Damaged Product,8663.85
R10674,O150940,C106333,P1208,2026-05-18,Late Delivery,9339.32
R10675,O156947,C109954,P1246,2026-02-16,Quality Issue,2925.34
R10676,O147503,C106123,P1087,2026-01-03,Quality Issue,4951.47
R10677,O117806,C104468,P1395,2025-06-22,Changed Mind,4473.28
R10678,O156558,C108778,P1221,2025-03-08,Wrong Product,2231.88
R10679,O147624,C108494,P1068,2026-02-14,Wrong Product,4710.87
R10680,O153322,C106681,P1391,2025-01-31,Wrong Product,6492.45
R10681,O119281,C105435,P1264,2026-03-03,Wrong Product,12918.02
R10682,O101566,C103773,P1337,2025-09-04,Wrong Product,10819.77
R10683,O121216,C102700,P1412,2026-01-11,Wrong Product,10722.06
R10684,O143082,C102575,P1187,2025-05-13,Wrong Product,5543.27
R10685,O156444,C105325,P1099,2025-03-04,Late Delivery,13326.34
R10686,O135370,C102716,P1130,2025-06-05,Quality Issue,19614.46
R10687,O128845,C104863,P1136,2026-05-28,Quality Issue,3782.48
R10688,O107445,C103405,P1183,2026-05-11,Wrong Product,6668.18
R10689,O136040,C105825,P1016,2026-05-05,Quality Issue,4990.82
R10690,O148154,C104304,P1404,2025-10-22,Changed Mind,6248.41
R10691,O118234,C104152,P1084,2025-07-11,Damaged Product,2266.84
R10692,O121355,C104954,P1156,2026-07-24,Quality Issue,3404.36
R10693,O113492,C105835,P1074,2026-02-01,Changed Mind,705.91
R10694,O156995,C101971,P1319,2025-05-06,Changed Mind,2665.41
R10695,O139493,C109288,P1440,2025-07-23,Changed Mind,8337.06
R10696,O105127,C103921,P1066,2026-03-17,Changed Mind,3461.72
R10697,O129784,C104083,P1484,2026-04-10,Wrong Product,660.6
R10698,O125779,C106498,P1158,2026-07-01,Wrong Product,2930.02
R10699,O126230,C103059,P1177,2025-12-04,Quality Issue,3654.21
R10700,O124528,C103024,P1425,2025-06-05,Late Delivery,4394.82
R10701,O159720,C108055,P1018,2026-07-08,Damaged Product,10027.07
R10702,O127616,C103486,P1370,2025-08-04,Wrong Product,27828.8
R10703,O102583,C107174,P1249,2025-08-19,Wrong Product,4085.52
R10704,O128868,C107584,P1199,2025-11-21,Changed Mind,19564.64
R10705,O119777,C100860,P1371,2026-06-20,Quality Issue,8225.0
R10706,O115335,C105150,P1415,2025-09-13,Damaged Product,2204.64
R10707,O136100,C102134,P1350,2026-03-30,Changed Mind,17981.96
R10708,O121868,C108935,P1383,2025-05-20,Quality Issue,4857.02
R10709,O156867,C106887,P1299,2025-06-23,Wrong Product,12180.98
R10710,O140708,C109630,P1308,2025-03-25,Late Delivery,7923.78
R10711,O142789,C105387,P1439,2025-10-27,Changed Mind,3899.68
R10712,O123579,C100218,P1085,2025-03-07,Wrong Product,2107.35
R10713,O108966,C101764,P1175,2026-02-04,Quality Issue,7260.24
R10714,O116883,C107883,P1244,2025-04-03,Changed Mind,3673.14
R10715,O114125,C102716,P1391,2026-02-04,Changed Mind,6834.16
R10716,O131841,C107251,P1366,2025-09-05,Late Delivery,3871.52
R10717,O132514,C101482,P1033,2025-11-19,Changed Mind,17085.51
R10718,O114991,C102515,P1289,2026-03-24,Wrong Product,2646.77
R10719,O130299,C105659,P1068,2026-04-02,Quality Issue,10468.6
R10720,O100284,C105091,P1416,2025-03-05,Damaged Product,8992.93
R10721,O125383,C102420,P1473,2025-07-11,Late Delivery,7566.86
